sample,lang,fips,state,cregion,eminuse,intmob,smart1,pial2,pial3,SmartPhone,employ,par,sex,age,educ2,hisp,race,inc,income,party,iphoneuse,hphoneuse
Cell,English,"BOULDER, CO",Colorado,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,52,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,Dual,Dual HH
Cell,English,"MESA, CO",Colorado,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,81,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000",Under $30K,Democrat,Dual,Dual HH
Cell,English,"KANDIYOHI, MN",Minnesota,Midwest,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Male,73,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Cell,English,"PIMA, AZ",Arizona,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed full-time,Yes,Male,49,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,Dual,Dual HH
Cell,English,"MONTGOMERY, MD",Maryland,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,36,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"TARRANT, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,25,Two year associate degree from a college or university,No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"GREENLEE, AZ",Arizona,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,22,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,"$75,000 to under $100,000",$75K+,Independent,cpo,CPO HH
Cell,English,"MANATEE, FL",Florida,South,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,63,Two year associate degree from a college or university,No,Black or African-American,"$50,000 to under $75,000",$50K-LT $75K,Democrat,cpo,CPO HH
Cell,English,"MARICOPA, AZ",Arizona,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,19,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"PRINCE GEORGES, MD",Maryland,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,48,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$150,000 or over",$75K+,Democrat,Dual,Dual HH
Cell,English,"MOHAVE, AZ",Arizona,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,57,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Cell,English,"LA PLATA, CO",Colorado,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,47,"Some postgraduate or professional schooling, no postgraduate degree",No,White,"$75,000 to under $100,000",$75K+,Republican,cpo,CPO HH
Cell,English,"CUYAHOGA, OH",Ohio,Midwest,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Female,50,Two year associate degree from a college or university,No,Black or African-American,"$75,000 to under $100,000",$75K+,Democrat,cpo,CPO HH
Cell,English,"UNION, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,18,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,White,"Less than $10,000",Under $30K,Independent,Dual,Dual HH
Cell,English,"ANNE ARUNDEL, MD",Maryland,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,68,"Some college, no degree (includes some community college)",No,White,"$150,000 or over",$75K+,Republican,Dual,Dual HH
Cell,English,"LARIMER, CO",Colorado,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,Yes,Male,48,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"LEWIS, TN",Tennessee,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed part-time,Yes,Female,38,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,Dual,Dual HH
Cell,Spanish,"EL PASO, TX",Texas,South,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Not employed,Yes,Male,30,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$10,000 to under $20,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"DUTCHESS, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,37,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$30,000 to under $40,000",$30K-LT $50K,No preference (VOL.),Dual,Dual HH
Cell,English,"SAN JUAN, NM",New Mexico,West,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed part-time,Yes,Female,50,"Some college, no degree (includes some community college)",No,Native American/American Indian,Don't know/Refused (VOL.),$30K-LT $50K,Democrat,Dual,Dual HH
Cell,English,"SHEBOYGAN, WI",Wisconsin,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,63,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"KINGS, NY",New York,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Female,56,"Some college, no degree (includes some community college)",Yes,Black or African-American,"$10,000 to under $20,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"BERRIEN, MI",Michigan,Midwest,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Male,51,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"POLK, IA",Iowa,Midwest,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,64,"Some college, no degree (includes some community college)",No,Black or African-American,"$10,000 to under $20,000",Under $30K,Democrat,Dual,Dual HH
Cell,English,"PIMA, AZ",Arizona,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,33,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000",$75K+,Independent,cpo,CPO HH
Cell,English,"LANCASTER, NE",Nebraska,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,34,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"TRAVIS, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Female,53,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Cell,English,"ORANGE, FL",Florida,South,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed part-time,No,Male,70,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Cell,English,"MONTGOMERY, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,51,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"MIAMI-DADE, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,25,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$75,000 to under $100,000",$75K+,Democrat,cpo,CPO HH
Cell,English,"HARRIS, TX",Texas,South,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,Yes,Female,44,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"RANKIN, MS",Mississippi,South,Yes,No,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Female,43,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"MONROE, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,66,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Cell,English,"MONTGOMERY, MD",Maryland,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,54,Two year associate degree from a college or university,No,White,"$150,000 or over",$75K+,Republican,Dual,Dual HH
Cell,English,"HILLSBOROUGH, NH",New Hampshire,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Male,53,"Some college, no degree (includes some community college)",No,White,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Cell,English,"DALLAS, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,55,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Don't know/Refused (VOL.),Mixed race,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Cell,English,"CENTRE, PA",Pennsylvania,Northeast,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,72,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over",$75K+,Independent,cpo,CPO HH
Cell,English,"BRAZORIA, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,50,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"CALVERT, MD",Maryland,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,21,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Independent,Dual,Dual HH
Cell,English,"UNION, NJ",New Jersey,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,75,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,Dual,Dual HH
Cell,English,"KING GEORGE, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,Yes,Female,36,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"WINN, LA",Louisiana,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,35,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Cell,English,"DALLAS, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,27,High school graduate (Grade 12 with diploma or GED certificate),Yes,Mixed race,"$30,000 to under $40,000",$30K-LT $50K,Independent,Dual,Dual HH
Cell,English,"CLINTON, OH",Ohio,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"MONROE, NY",New York,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,Refused (VOL.),"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Cell,English,"JACKSON, MO",Missouri,Midwest,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Employed part-time,No,Female,56,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000",Under $30K,Independent,Dual,Dual HH
Cell,English,"MADISON, TN",Tennessee,South,No,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,Yes,Male,25,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$40,000 to under $50,000",$30K-LT $50K,Don't know/Refused (VOL.),cpo,CPO HH
Cell,English,"SHAWNEE, KS",Kansas,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,36,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"MONROE, MS",Mississippi,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,78,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"JACKSON, MS",Mississippi,South,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Not employed,No,Female,18,High school graduate (Grade 12 with diploma or GED certificate),No,Asian or Pacific Islander,"$100,000 to under $150,000",$75K+,Independent,cpo,CPO HH
Cell,English,"TARRANT, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,64,Two year associate degree from a college or university,No,White,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"RAY, MO",Missouri,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,21,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"COLLIN, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,41,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,Independent,cpo,CPO HH
Cell,English,"DE KALB, AL",Alabama,South,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,No,Female,64,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Cell,English,"MARICOPA, AZ",Arizona,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,Yes,Female,45,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"LA PLATA, CO",Colorado,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,64,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"LEE, MS",Mississippi,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,50,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"SAN DIEGO, CA",California,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,No,Female,66,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Don't know/Refused (VOL.),Dual,Dual HH
Cell,English,"CASS, MO",Missouri,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,21,Two year associate degree from a college or university,No,Native American/American Indian,Don't know/Refused (VOL.),$50K-LT $75K,Republican,cpo,CPO HH
Cell,English,"STEPHENSON, IL",Illinois,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,20,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"NAVAJO, AZ",Arizona,West,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,No,Female,31,High school graduate (Grade 12 with diploma or GED certificate),No,Native American/American Indian,"Less than $10,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"SUMNER, KS",Kansas,Midwest,No,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,Yes,Male,28,"Some college, no degree (includes some community college)",Yes,White,"$40,000 to under $50,000",$30K-LT $50K,No preference (VOL.),cpo,CPO HH
Cell,English,"CACHE, UT",Utah,West,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Female,18,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"UMATILLA, OR",Oregon,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,53,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"ADAMS, IL",Illinois,Midwest,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,56,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Independent,cpo,CPO HH
Cell,English,"SAN BERNARDINO, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over",$75K+,Democrat,Dual,Dual HH
Cell,English,"WILLIAMSON, TN",Tennessee,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,55,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,Dual,Dual HH
Cell,English,"HENDERSON, TN",Tennessee,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,66,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,No preference (VOL.),cpo,CPO HH
Cell,English,"SAN DIEGO, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,33,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,cpo,CPO HH
Cell,English,"KING, WA",Washington,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,Refused (VOL.),Don't know/Refused,No,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Undesignated,Don't know/Refused (VOL.),Dual,Dual HH
Cell,English,"CONTRA COSTA, CA",California,West,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,70,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,Don't know/Refused (VOL.),Undesignated,Republican,Dual,Dual HH
Cell,English,"MULTNOMAH, OR",Oregon,West,Yes,No,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed part-time,No,Male,57,Two year associate degree from a college or university,No,White,"$20,000 to under $30,000",Under $30K,Independent,Dual,Dual HH
Cell,English,"ORANGE, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed part-time,No,Female,54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Cell,English,"LYON, NV",Nevada,West,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,Yes,Male,40,"Some college, no degree (includes some community college)",No,White,"Less than $10,000",Under $30K,Democrat,Dual,Dual HH
Cell,English,"SAN MATEO, CA",California,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,50,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,cpo,CPO HH
Cell,English,"KERN, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,31,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"FULTON, GA",Georgia,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,Yes,Female,44,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$50,000 to under $75,000",$50K-LT $75K,Democrat,cpo,CPO HH
Cell,English,"SHASTA, CA",California,West,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed part-time,No,Female,20,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"SAN BERNARDINO, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,60,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over",$75K+,Democrat,Dual,Dual HH
Cell,English,"SAN BERNARDINO, CA",California,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,73,"Some college, no degree (includes some community college)",No,Native American/American Indian,"$30,000 to under $40,000",$30K-LT $50K,No preference (VOL.),cpo,CPO HH
Cell,English,"RIVERSIDE, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,25,Two year associate degree from a college or university,Yes,Other (SPECIFY),"$75,000 to under $100,000",$75K+,Democrat,cpo,CPO HH
Cell,English,"SANTA CLARA, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,87,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Cell,English,"DOUGLAS, OR",Oregon,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed full-time,No,Male,55,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,cpo,CPO HH
Cell,English,"MARICOPA, AZ",Arizona,West,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,30,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,35,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Asian or Pacific Islander,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"UTAH, UT",Utah,West,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,59,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Cell,English,"UTAH, UT",Utah,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,81,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"VALENCIA, NM",New Mexico,West,No,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,No,Female,Refused (VOL.),"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"UTAH, UT",Utah,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,18,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"SUTTER, CA",California,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Male,47,High school graduate (Grade 12 with diploma or GED certificate),No,Native American/American Indian,"$30,000 to under $40,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"SACRAMENTO, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,31,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Democrat,cpo,CPO HH
Cell,English,"JOSEPHINE, OR",Oregon,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,75,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000",Under $30K,Democrat,cpo,CPO HH
