sample,lang,fips,state,cregion,eminuse,intmob,smart1,pial2,pial3,SmartPhone,employ,par,sex,age,educ2,hisp,race,inc,income,party,iphoneuse,hphoneuse
Cell,English,"SANDUSKY, OH",Ohio,Midwest,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,67,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Independent,Dual,Dual HH
Cell,English,"FORSYTH, NC",North Carolina,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday",(VOL.) Don't know,"Cell, smartphone",Employed full-time,No,Female,51,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Republican,cpo,CPO HH
Cell,Spanish,"SONOMA, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,24,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$10,000 to under $20,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"HENRICO, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Don't know/Refused (VOL.),Female,57,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,Dual,Dual HH
Cell,English,"OKLAHOMA, OK",Oklahoma,South,Yes,No,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Male,40,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"BEXAR, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,21,"Some college, no degree (includes some community college)",Yes,White,"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Cell,Spanish,"PIERCE, WA",Washington,West,No,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,30,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"DINWIDDIE, VA",Virginia,South,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,No,Female,50,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"PUTNAM, WV",West Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,65,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Cell,English,"WAYNE, GA",Georgia,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,80,Less than high school (Grades 1-8 or no formal schooling),No,Black or African-American,"$10,000 to under $20,000",Under $30K,Democrat,Dual,Dual HH
Cell,English,"WESTMORELAND, PA",Pennsylvania,Northeast,No,(VOL.) Don't know,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,42,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),Undesignated,Independent,cpo,CPO HH
Cell,English,"UNION, NJ",New Jersey,Northeast,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,No,Male,57,Two year associate degree from a college or university,No,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,Spanish,"BEXAR, TX",Texas,South,Yes,Yes,Not sure/Don't know,"No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,Yes,Male,33,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,Don't know/Refused (VOL.),"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"MERCER, NJ",New Jersey,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Not employed,Yes,Male,20,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,White,"Less than $10,000",Under $30K,No preference (VOL.),cpo,CPO HH
Cell,English,"LOUDOUN, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,52,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Don't know/Refused (VOL.),Don't know/Refused (VOL.),"$75,000 to under $100,000",$75K+,Don't know/Refused (VOL.),Dual,Dual HH
Cell,English,"WORCESTER, MA",Massachusetts,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,55,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"PULASKI, AR",Arkansas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,59,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Independent,cpo,CPO HH
Cell,English,"BOONE, MO",Missouri,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,69,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Don't know/Refused (VOL.),Dual,Dual HH
Cell,English,"WASHINGTON, AR",Arkansas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,60,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Mixed race,"$75,000 to under $100,000",$75K+,Democrat,cpo,CPO HH
Cell,English,"COMAL, TX",Texas,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,67,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,White,"$10,000 to under $20,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"CHARLESTON, SC",South Carolina,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,72,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Cell,English,"GREGG, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,44,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Cell,English,"CALLAWAY, MO",Missouri,Midwest,No,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Male,53,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,No preference (VOL.),cpo,CPO HH
Cell,Spanish,"BROWARD, FL",Florida,South,Yes,(VOL.) Refused,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,Yes,Male,79,Don't know/Refused,Yes,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"WEBB, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,55,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"CENTRE, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,Refused (VOL.),"Some college, no degree (includes some community college)",Yes,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,26,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$150,000 or over",$75K+,Independent,cpo,CPO HH
Cell,English,"PHILADELPHIA, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,27,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,"$100,000 to under $150,000",$75K+,Republican,cpo,CPO HH
Cell,English,"EAST BATON ROUGE, LA",Louisiana,South,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Not employed,No,Male,19,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"Less than $10,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"LOUDON, TN",Tennessee,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,76,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"Less than $10,000",Under $30K,Republican,Dual,Dual HH
Cell,English,"COOK, IL",Illinois,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,43,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,Don't know/Refused (VOL.),$50K-LT $75K,Democrat,cpo,CPO HH
Cell,English,"BROWARD, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,25,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,"$20,000 to under $30,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"OKALOOSA, FL",Florida,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed full-time,No,Male,65,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,cpo,CPO HH
Cell,English,"TOMPKINS, NY",New York,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,No,Male,65,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"PORTER, IN",Indiana,Midwest,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed part-time,No,Female,34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Cell,Spanish,"COOK, IL",Illinois,Midwest,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed part-time,No,Female,61,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$20,000 to under $30,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"BENTON, AR",Arkansas,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,63,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Cell,English,"CUYAHOGA, OH",Ohio,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,68,"Some college, no degree (includes some community college)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"GLOUCESTER, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,40,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Cell,Spanish,"MIAMI-DADE, FL",Florida,South,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Male,32,Less than high school (Grades 1-8 or no formal schooling),Yes,Other (SPECIFY),"$30,000 to under $40,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"HOWARD, MD",Maryland,South,No,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,18,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,Don't know/Refused (VOL.),Undesignated,Republican,Dual,Dual HH
Cell,English,"MONROE, TN",Tennessee,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,33,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"UTAH, UT",Utah,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,37,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"RAPIDES, LA",Louisiana,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Male,45,"Some college, no degree (includes some community college)",No,Black or African-American,"Less than $10,000",Under $30K,Don't know/Refused (VOL.),Dual,Dual HH
Cell,English,"ADAIR, MO",Missouri,Midwest,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Male,31,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"SUSSEX, NJ",New Jersey,Northeast,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed part-time,No,Male,71,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,Dual,Dual HH
Cell,English,"NEW HAVEN, CT",Connecticut,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,40,"Some college, no degree (includes some community college)",Yes,Black or African-American,"$150,000 or over",$75K+,Republican,Dual,Dual HH
Cell,Spanish,"COOK, IL",Illinois,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,67,Less than high school (Grades 1-8 or no formal schooling),Yes,White,"Less than $10,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"SACRAMENTO, CA",California,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,62,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Cell,English,"GREENVILLE, SC",South Carolina,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,76,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000",Under $30K,No preference (VOL.),cpo,CPO HH
Cell,English,"SULLIVAN, MO",Missouri,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed full-time,Yes,Male,52,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,cpo,CPO HH
Cell,English,"ORANGE, FL",Florida,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Republican,Dual,Dual HH
